moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
StakeWithUs,OSMOSIS,1944007,1970-01-01T00:00:00Z,osmovaloper1c9ye54e3pzwm3e0zpdlel6pnavrj9qqv5qgdz9,3E88E7C54F64642A98B2E1DDD5BDBA48794F06C7,osmovalcons186yw0320v3jz4x9ju8wat0d6fpu57pk8hsts7t,euJubdwp0WNjX9xPVRYcMaBPd0NCP9mKKMcUVtPhqQk=
StakeLab,OSMOSIS,3444919,1970-01-01T00:00:00Z,osmovaloper16q8xd335y38xk2ul67mjg27vdnrcnklt4wx6kt,9E7CAE009EFFF4D163F3FB8781A07B25C2B10B32,osmovalcons1ne72uqy7ll6dzclnlwrcrgrmyhptzzejf8ef65,m/n7S1ZO+kUtI7+xgCGnklo5iXgMdI9Qvif2VcvHYjg=
Klub Staking,OSMOSIS,1088416,1970-01-01T00:00:00Z,osmovaloper16vnsrhxsyamf4f4eln6g587qwwd39fte2m2ysc,3FF6C988799C1ADF3ACA0DA56143C8163890859A,osmovalcons18lmvnzrensdd7wk2pkjkzs7gzcufppv6lv6h76,l3aWelif4qSwnxd38PcxvOB9F8ood4oBIxwQjcKb/og=
Blockpower,OSMOSIS,102897,1970-01-01T00:00:00Z,osmovaloper179fv09z9lhsyduf5xkgyc3ytelljtddxst2c48,6FA5689F36CC9AD136B8C9F846FCCFF57345DDFB,osmovalcons1d7jk38ekejddzd4ce8uydlx074e5th0mqxydkn,tNbZt3RkKgLUDFmg//4wmKtFNsGrVp7ajao0oYQOCn4=
Citadel.one,OSMOSIS,3655248,1970-01-01T00:00:00Z,osmovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxwmj9we,99063B919404B6950A79A6A31E370378FE07020D,osmovalcons1nyrrhyv5qjmf2zne5633udcr0rlqwqsdxrrrqq,T1wp5ELzvqVOqBm6eGYiQQWe0TaC2LV2BThHaVxh/rk=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
Blockpower,PERSISTENCE,210071,1970-01-01T00:00:00Z,persistencevaloper1qveej3lrv4nzw8vt57svn70y947cx7mwtu3g3d,A3513C77DBA123322507C118A5634F16B3229FF1,persistencevalcons15dgnca7m5y3nyfg8cyv22c60z6ej98l36armaq,eGJ8RA+xoCwa4s7A1J74HvFT/piBAjl3ObTc09Gn+Ng=
Stakewolle.com | Auto-compound,PERSISTENCE,1260387,1970-01-01T00:00:00Z,persistencevaloper1rxjmg3l0myaz6fzzvkum82lzyqz5acyxqqc08l,B931F3A953AACDCEB3DB2639061487BF4F0F53F8,persistencevalcons1hycl822n4txuav7mycusv9y8ha8s75lc0k2zkl,EnjCGs41vCHamXJ7/65uQbpvD/S41r1E/KAHnfv4Mxw=
StakeLab,PERSISTENCE,335619,1970-01-01T00:00:00Z,persistencevaloper1r7gdc8ag4ktmrvhed2xp09n3klrjuznwdzsru2,DEFD0657F9107FCD44BF9ACBC6C1B87D852E1D24,persistencevalcons1mm7sv4lezplu639lnt9udsdc0kzju8fy5zgjmh,pwUendamICm9ZDugpfnfH9DwELyGKbufk4ymBIPR3oo=
StakeHub,PERSISTENCE,472316,2022-11-01T04:39:08.090033600Z,persistencevaloper18f84d9qp23jynmz269p2ekd0zhc8rrvk469z22,017355D1E391ECBD9EEF78FA763294D8280D115E,persistencevalcons1q9e4t50rj8ktm8h00ra8vv55mq5q6y27zkjwxn,SYVkcSPYIIP0u4H3vlmDthNJK2UWize2vambaAtvq98=
Klub Staking,PERSISTENCE,417460,1970-01-01T00:00:00Z,persistencevaloper18huc90klzgcc23mmaf6pzmsln8p9a5ve2kd4vk,E8C16AD7212CE50D012A4739BD2C3C3A83DF5758,persistencevalcons1arqk44ep9njs6qf2guum6tpu82pa746ccgqaca,ueGunPD25/Hky1G8fwcF1s3mIwFiACE9s4026k4azrw=
polkachu.com,PERSISTENCE,250446,1970-01-01T00:00:00Z,persistencevaloper1gp957czryfgyvxwn3tfnyy2f0t9g2p4pz9tqdf,1A4C03627FDB7D0B39C460AB640C9FCCBF9D99FB,persistencevalcons1rfxqxcnlmd7skwwyvz4kgrylejlemx0mphzhwz,KxzSH3TxoWUaJaHDVnBFcsTSH1A3PLmm1Xui54TIKug=
StakeWithUs,PERSISTENCE,2057911,1970-01-01T00:00:00Z,persistencevaloper12lkrzza9rem2mv7d247cmxjvh7cql6rcug82qk,0EEFAA96C91E32584A8591488966FFE77609E1F4,persistencevalcons1pmh649kfrce9sj59j9ygjehluamqnc05qr77wg,QyMlPjpx0+wRSxylnb/INpYodeEHjKtmyayP8WAElg8=
Staking4All,PERSISTENCE,5848761,1970-01-01T00:00:00Z,persistencevaloper1tzn8rk09ez2gm55sffpyzt7ccn5yzshpql8rug,9DFED551AEA2DA5383E8386C223EFB899ABD2E74,persistencevalcons1nhld25dw5td98qlg8pkzy0hm3xdt6tn5sj5ngm,Oc/zVZWTeXfXkYa9L/L01xP52tcWQ3zbonGLQ/wn9Dc=
Citadel.one,PERSISTENCE,1116161,1970-01-01T00:00:00Z,persistencevaloper1tv288tg8fa0a53742949m4swph0x2mfg7jsc22,A5B2A74E93FD8280E0477A634974581E56463548,persistencevalcons15ke2wn5nlkpgpcz80f35jazcretyvd2gc22jds,KgRhaP++fBF4cpdYtXsvPk9IjlMKQhpeTQ9dE1hYpnc=
Chorus One,PERSISTENCE,1322773,1970-01-01T00:00:00Z,persistencevaloper15urq2dtp9qce4fyc85m6upwm9xul3049mnc9ys,30DE14BFCFB2B8513F7E6FAC893436C3A664FC8E,persistencevalcons1xr0pf070k2u9z0m7d7kgjdpkcwnxflywt29cck,+GH52df6Y9c1fO6WynkkXewMOXhmvR5PqTZpjUhAvsw=
Stakely.io,PERSISTENCE,409687,1970-01-01T00:00:00Z,persistencevaloper1hmugz9ge5kmfvfaf3ljjzz4phl0rd3mks00v9z,86F06B20724830AE4B48AE7C3200DF40E6B6498C,persistencevalcons1smcxkgrjfqc2uj6g4e7ryqxlgrntvjvv59044z,DM3qbAR58UDzNT8PKeOBPPTP4oOS8puJhglVFLkjV8U=
AutoStake 🛡️ Slash Protected,PERSISTENCE,381711,1970-01-01T00:00:00Z,persistencevaloper16jd664rd04j5lyckykjedt7vrha7k822vlkxty,544812EA4B0982E56D4B4D8A087B58AC76603660,persistencevalcons123yp96jtpxpw2m2tfk9qs76c43mxqdnqtfjmch,eA0DFiE1ZURSTLtltHhS1P7u3lqyYBewrKH0Oekabv8=
Blockdaemon,PERSISTENCE,425516,1970-01-01T00:00:00Z,persistencevaloper1utvk6f4tqqz576g8uk0rzpp7th085zmmzyhh5s,0AADA7FE36E30FF4F83CB0C9DA5582868A09A433,persistencevalcons1p2k60l3kuv8lf7pukrya54vzs69qnfpnsx06hl,6m2evEIJzdxV4pMIXcqvKEAXN2MpVEbZBQ+9mgZ402Q=
Stakecito,PERSISTENCE,911673,1970-01-01T00:00:00Z,persistencevaloper1adrvp3ckqjwlszj9z3mfndp3d0xku497pnhnyd,922EF4A5AB0A56CC262862639872D90D7951861B,persistencevalcons1jgh0ffdtpftvcf3gvf3esukep4u4rpsm0v93mg,MdGRWNQK2IQUI2Q1bNPH+MCSeGFh8dmZ1dq4VsYAdAI=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
Oldcat,PROVENANCE,13032041,2022-10-06T00:27:04.539668683Z,pbvaloper193vx4up30syusen7mtzjjza0nn585gxtvetwe2,18CBFC7118FD4C08176ABB97C48CDD6D6630113B,pbvalcons1rr9lcugcl4xqs9m2hwtufrxad4nrqyfmyrea09,KncvZHMKKPLMhWqgyKPZ7DLXTG/JmyvxmjB386wvaQE=
Blockdaemon,PROVENANCE,273270609276,2022-05-28T11:11:44.256295919Z,pbvaloper193mx3wsed089rnmuf0t9080qlefgyf60cehfz9,8E53ACA995FFD5B2F09C3A74F88F314C3EE9A7D8,pbvalcons13ef6e2v4ll2m9uyu8f603re3fslwnf7cf46ryy,nc7YUeNr044sbAOHMpXZgbLhQZHTftY4IAY1Jcj7m4Y=
Staked,PROVENANCE,194884055000,1970-01-01T00:00:00Z,pbvaloper10vu6hzcssfjemxt74yv5t7huqklce2nvdy4nys,36B2488FC529DB0D49CB43A624276A390C4F682D,pbvalcons1x6ey3r7998ds6jwtgwnzgfm28yxy76pdrefele,noOTmm9+VG4sCdjSKyeuLVffbSeCkzhlHfFnG1S5FpE=
Blockpower,PROVENANCE,14145000,1970-01-01T00:00:00Z,pbvaloper1httghyz9uf2jydvs0wqqrvtqhj94gwfr2efd0r,245B936E3B8D21B47977EF37EEB34FBEE8A6BCA0,pbvalcons1y3dexm3m35smg7thaum7av60hm52d09qu9r67a,D+G5jF6hBtIXWclXbdRjnagXk9868QqcaN7Msp+4pdU=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
Blockapsis,REGEN,4822684506,1970-01-01T00:00:00Z,regenvaloper1zmjm2cujkvf6xpwlxtx2uqja5rgln7dxs3naz9,4653304377378544FF61249818D0A0F9D2F1392E,regenvalcons1gefnqsmhx7z5flmpyjvp359ql8f0zwfw3jymp6,hqGqqsfoHst5rkaUbQ1EJvIwa+mMkPO/YVLKLQiiJJU=
StakeLab,REGEN,1126855686,1970-01-01T00:00:00Z,regenvaloper1gjvu75cq6qxyrtdv66lx9xe92jw9gqdetagaze,1B62410E3C11A278E7F2DE06153D629957416A11,regenvalcons1rd3yzr3uzx383eljmcrp20tzn9t5z6s3h7qmyd,gCpeXCFwjVlx0itOc5gCypG2Nq4k1lCQZc8krGCoyOs=
Stakecito,REGEN,14920159285,1970-01-01T00:00:00Z,regenvaloper1vys9dreue4e8xrga2zmuzth4z4gkmmgvjdxfdz,0BABDAFD6B24B79A049CCAAE03395DB16C8B9754,regenvalcons1pw4a4lttyjme5pyue2hqxw2ak9kgh9659n7euy,c0DXximsIdIfWyTPaHoWUT598u9vwphrwk+SK5Xs0FQ=
Citadel.one,REGEN,13519172746,1970-01-01T00:00:00Z,regenvaloper15t7cmpmlgzllvs2wv4zly3lhsd0yd02ktppmsm,4B8342A1F8E89F8FDA2DCDE316EDD4AB4A5FA822,regenvalcons1fwp59g0caz0clk3deh33dmw54d99l2pz5c8vn8,dbBRl6KnM3SRmlRuzudG4N6WFK9YbEyC93SowtB3cZs=
Chorus One,REGEN,46591767688,1970-01-01T00:00:00Z,regenvaloper15urq2dtp9qce4fyc85m6upwm9xul3049l7gjdc,FC7E26051B1773BA3E39B75019D28C36F66DED5E,regenvalcons1l3lzvpgmzaem503ekagpn55vxmmxmm27ck7rsl,oceaCqELoCYevpgttA9XXbAHx7D86Traubeg93sBa4o=
Stakely.io,REGEN,11312625085,1970-01-01T00:00:00Z,regenvaloper1kzhxmgp8z05zrj90nd8h5qx9pm949an5y7nwsz,423AE5251C0A97403C6E08FFCDD0D1BDAD663F0C,regenvalcons1ggaw2fgup2t5q0rwprlum5x3hkkkv0cv8v0ps7,3tg4r0RlcNLEu6oHEB4Yz0cAs90pcavSXtHyXs+VR+Q=
StakeWolf,REGEN,3502765070,2022-08-13T01:26:57.102844791Z,regenvaloper16fzkfglaqmp36cvqum0zguyanhmtkj89pdt3wz,4DA3B1C9B15A428F27D1C978EAE41561F91407AF,regenvalcons1fk3mrjd3tfpg7f73e9uw4eq4v8u3gpa0nwxzx7,b+2wn68d90woJ8cfoQpRXCJ9bMdfv3eGIz7ZeFafXNE=
Stakin,REGEN,11412062816,1970-01-01T00:00:00Z,regenvaloper16dxk5trv9nz7jnpyvz48ngve45an4hkqkuafza,5B5C2F061733B185619AF94D4A577FD6C0A54C2E,regenvalcons1tdwz7pshxwcc2cv6l9x554ml6mq22npwsypg5c,0DQYnKQYmSSYYSW4jdxhDVLufsGUn8uXdLmEO8Rl/vc=
StakeService,REGEN,17751953874,2022-01-18T19:55:22.709244103Z,regenvaloper163g6kygmh08mgp0kj4gkenl4hj6nsqzgmd9w86,78AFDB3E1802A3B5C2ABB345B0F05B346A33D9BE,regenvalcons10zhak0scq23mts4tkdzmpuzmx34r8kd7ap2z86,Xm9K1+YyWxzF7fphSqAYZFTLeBVkGVY2LUiw+3u/PO8=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
Citadel.one,RIZON,13521511,1970-01-01T00:00:00Z,rizonvaloper1t7g0jeqhh46jkpyhfjnwsa2fr35k4zjrp35dzc,59C9E4077578B1FE5AF8284A8C3A69CDEDB479B7,rizonvalcons1t8y7gpm40zclukhc9p9gcwnfehkmg7dhv56yg9,sNlWaizLzT3QNqIgFI8tU2JUW2JEjp+d+sn2J2uvQDk=
StakeLab,RIZON,2272153,1970-01-01T00:00:00Z,rizonvaloper1494l9eavjxecx8faxnfx7k5c4x6xneye5rzs2a,B25DE9D5F2A6D1E05C99DEC60CB28D46A0750DFD,rizonvalcons1kfw7n40j5mg7qhyemmrqev5dg6s82r0a73wfmt,7D4wQR9/AqGLrNszTC5NGAu9DFGBdov5UVe0eYQrve4=
Stakers,RIZON,109562,1970-01-01T00:00:00Z,rizonvaloper1c9kkxcw6r6zdrml9ku3k70ec4g5ftn44dm9kzg,C788C06AD2076F5241E042EA05A181E8E5530DFD,rizonvalcons1c7yvq6kjqah4ys0qgt4qtgvparj4xr0ag7r7y3,CfajHjgH+F237OSIwWTBw2ZYe1B3xohcVSqwAOfrg6c=
Stakewolle.com | Auto-compound,RIZON,5233564,1970-01-01T00:00:00Z,rizonvaloper170k335eghnmmjduy9qecwhaslkh63yrrec23c6,AAB259A891AF363E8690CB2148C42518E783AB72,rizonvalcons142e9n2y34umrap5sevs533p9rrnc82mj5fkg40,tJ0Jc08EtVqjxUo9K6Xu8kxebYBZ+0956Zd3uV5L9Wc=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
Citadel.one,SECRET,14825200,1970-01-01T00:00:00Z,secretvaloper1x76f2c2cuwa4e3lttjgqeqva0725ftmqvgvfnv,2E76AE6E453395F35D6C0728D44FB6147CE5B5A0,secretvalcons19em2umj9xw2lxhtvqu5dgnakz37wtddq9qyaul,fdzXH52SQvEkgykh5hYazKraLu07ppXBjPIyG2lz8Y0=
AutoStake 🛡️ Slash Protected,SECRET,1734643,1970-01-01T00:00:00Z,secretvaloper12y30xefd0wg53xtyv9lw7mjcdvf8nxgzzva3sr,C2A4856A7EC5E1AEE6712B5F84AD0ACDE44D1F8F,secretvalcons1c2jg26n7chs6aen39d0cftg2ehjy68u0gz3cy8,WexxXZt1GjvEcZOMNvmxRqmavrAX20JBMs+juS/3JkQ=
Stakewolle.com | Auto-compound,SECRET,1434937,1970-01-01T00:00:00Z,secretvaloper12ancx2qcgk04rrkexuhjq93etgktq4nn58z9yu,C410E318926699ADC67A6ECD1737D81115FE3CB0,secretvalcons1csgwxxyjv6v6m3n6dmx3wd7czy2lu09syuqsrf,wL3Uvi1Ori3mKhVyns/1PpRa/1VTxr0N4zkFyooLzJI=
Stakely.io,SECRET,611866,1970-01-01T00:00:00Z,secretvaloper1vzkdmu0sa8gaj686jh5all7hpmmsp8x87vyz8z,10A163F613F952A848678462C6AD23798A80C565,secretvalcons1zzsk8asnl9f2sjr8s33vdtfr0x9gp3t9tg4ral,AMCL79oF8cN+7gf2zD/pywNsiCiwenRw7dY9YFcqoiM=
Staked,SECRET,4480894,2021-04-25T20:10:26.815172239Z,secretvaloper1nsf2zmhe3ktn5fqtrpffnktc4g7uag05ggse54,D60D5EE59CF7B1F0D755FD1679661F42CC03CDDD,secretvalcons16cx4aevu77clp464l5t8jeslgtxq8nwajztt4d,pmk+WgRGOcYlc+J2Cklr63fjqXq+RByxkhlWtTYQocQ=
Chorus One,SECRET,1981452,2022-11-03T11:28:57.709960605Z,secretvaloper15urq2dtp9qce4fyc85m6upwm9xul30490eylnc,035C0FDD9FBB94C2892D97BB1A6B0AE264BD3018,secretvalcons1qdwqlhvlhw2v9zfdj7a356c2ufjt6vqc4e57nc,QUX6bTk70UalVSb2J3Gy9OkeIDPItKG01t4ANTWsgeA=
StakeLab,SECRET,1163246,1970-01-01T00:00:00Z,secretvaloper16w5hlcf389le2n60t32eqf43plp539ged9sruy,EEA713C5DA7B8F682242B47055B4DE7FFB431021,secretvalcons1a6n383w60w8ksgjzk3c9tdx70la5xyppg3es8v,66I3RGflhObNYQYCFgRmyfVLq8LZbO0dl2d+GTcjA10=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
Stakecito,SENTINEL,46733805,1970-01-01T00:00:00Z,sentvaloper1qe8uuf5x69c526h4nzxwv4ltftr73v7qytddn2,3C4E9E067B5CE4F9FEC8D4A0A8ADB5B5BD4E1761,sentvalcons1838fupnmtnj0nlkg6js23td4kk75u9mpulsjkc,Nl8kg/Fe/RSu0Zpo2r35SLkDTTSjz7lS9djDF5fk+oo=
StakeLab,SENTINEL,274206518,1970-01-01T00:00:00Z,sentvaloper1gwqt4jzhtvms8u57gpl4tzxjxqq8fss2j3hx48,B856AB9B2B6562F49B14F6AC9547CEB3568D2537,sentvalcons1hpt2hxetv430fxc576kf237wkdtg6ffhmjfkll,2JB/vkvTFOt/zXEB7YRFWADajXGkA7JsWY+RbLkJChA=
"Stake Frites (🥩 , 🍟)",SENTINEL,35744578,1970-01-01T00:00:00Z,sentvaloper1wcyvemaw8m4fxwnsljghe5wtd9t6q0smaq64ef,48D3D95116A08848F6FB4389467102DB89C4C434,sentvalcons1frfaj5gk5zyy3ahmgwy5vugzmwyuf3p5jrms2f,o0Ak1HSJzxWGQIjdm+OZqyTVmM/60hiTFr7PYgdJRcM=
Citadel.one,SENTINEL,169359546,1970-01-01T00:00:00Z,sentvaloper1wmeez9g4tepgfnt66989tf4j2zzfwckfhgy0gh,3718B5484425605AFBD5483AD590CA1E85429DDD,sentvalcons1xuvt2jzyy4s94774fqadtyx2r6z598wa04y2rj,mArXfTP0sv97btGe2Va+X+gKuP9KXDU+bjOOAFNUgGY=
AutoStake 🛡️ Slash Protected,SENTINEL,338762534,1970-01-01T00:00:00Z,sentvaloper138dhtmfslt0ls4ec0jumj8tyajry4dfuv27jay,9F478F8D407008B415BA721548A8A2D010254E19,sentvalcons1narclr2qwqytg9d6wg25329z6qgz2nse77frty,Wi4HKEEZChdl23KYDKi3IkUm9bWZR0nd+rb0IjK574E=
Stakin,SENTINEL,100355985,1970-01-01T00:00:00Z,sentvaloper13gmgxsxdvmytnr75uscuw350n6f0qfrvgdacw4,B0A775D0DEA4C1D6CFA7A9543C351428E70778C3,sentvalcons1kznht5x75nqadna8492rcdg59rnsw7xrnpfk5q,DiM3kT6zjfLGNco+pkOD7KKpqjhZdiuZz026omA++Ng=
StakeWithUs,SENTINEL,104433576,1970-01-01T00:00:00Z,sentvaloper1c9ye54e3pzwm3e0zpdlel6pnavrj9qqvzj62gk,D7277724DF35B04608F41ACF910A8CAE99304D15,sentvalcons16unhwfxlxkcyvz85rt8ezz5v46vnqng4nz9gem,+a6GyXr9kQNr6oLiZq9C6b3E66swXY0QQA6J6ai4U3U=
StakeService,SENTINEL,45606735,2021-05-30T07:52:00.480339898Z,sentvaloper163g6kygmh08mgp0kj4gkenl4hj6nsqzguk6rzf,9381D7242780B804951934B39204C8055F384982,sentvalcons1jwqawfp8szuqf9gexjeeypxgq40nsjvzkn68r4,iC1CPtzaMdu5ha7BbC0tNJumq6eIpi6VBjD7RknFPds=
Klub Staking,SENTINEL,89837166,1970-01-01T00:00:00Z,sentvaloper16ja8llaa3lq8zaag4cgp0enqhpf2yhhme5w3zu,163CDAC3272954D67295BC7B952C7FD2A78E005D,sentvalcons1zc7d4se8992dvu54h3ae2trl62ncuqzakq2z5c,fHNiVAXw2SAjixkS9+Fjh0r3QomX+geEFuOHwMgbrQU=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
Stakely.io,SIFCHAIN,24679342,2021-04-30T12:08:32.812317796Z,sifvaloper1r9ssdmc2xm3kv2y5m35mhrvnqms4pjw27umt2l,81ACC9DF6B47D6E78C32E3F34686EE8B70A2F788,sifvalcons1sxkvnhmtgltw0rpju0e5dphw3dc29aug7uzwml,XQM7tMdRtZ5fVl2NIAPVuJuKuiDhi6c/c/5kXLYXj1Q=
polkachu.com,SIFCHAIN,33606478,1970-01-01T00:00:00Z,sifvaloper1gp957czryfgyvxwn3tfnyy2f0t9g2p4pfj2j90,49BE27EB39A1BBB185E7457CD8FD6D221FDE9924,sifvalcons1fxlz06ee5xamrp08g47d3ltdyg0aaxfykumw0l,QA4/bidVt2DSpe8tYKqER1O+kDxUZhB3i/K4fT1QLxs=
Oldcat,SIFCHAIN,41809836,2022-04-28T16:19:10.162287250Z,sifvaloper1gstrmcv3tqrskdj7uqu4x4tkh8nfw4qp9f85pm,2C9CB8FEFD645A928F080FC52CE9E374EC412C12,sifvalcons19jwt3lhav3df9rcgplzje60rwnkyztqj5y5xra,TbnGbOCihU//6AZp4/sjkSgsBLFV1hQfIi5RdAaeqhg=
StakeTab,SIFCHAIN,144879,2022-03-08T09:45:57.119602562Z,sifvaloper12g5m38uf5zlnjmgprn6yly69pquerf0t8n7wva,A2AA2B1394F9412664B8E780A8B56DE3F11ADFB9,sifvalcons1524zkyu5l9qjve9cu7q23dtdu0c34hae87hdst,9MIcem3COR+Td1antfJMLUm69T3F1+/jdK22h3OjrO8=
StakeHaus,SIFCHAIN,467687,2022-11-03T14:17:54.585693317Z,sifvaloper1w6jlcpjmsmp0a7jndl663gpsd7apf8re0e732g,731BACD894280C4F61B0BC43113DB9750DAEF37D,sifvalcons1wvd6eky59qxy7cdsh3p3z0dew5x6aumacxph8q,awMVYyxEKZ6/o02Iu/iuGPdh4egFo2JgqqGSljDLyNQ=
Citadel.one,SIFCHAIN,85034447,2022-05-02T10:20:28.006581951Z,sifvaloper1nh90hjeljehpcmuvu3ldw59842kvhgn286nv8k,2D617412C072CE9808BC91C5298BD0F8777D6ADF,sifvalcons194shgykqwt8fsz9uj8zjnz7slpmh66klyv9h7u,gYzY50PzLNSXK7BtgfXfc3N7lquh++F6FB54fyc5qWk=
StakeLab,SIFCHAIN,11662775,2022-03-05T03:05:49.675606080Z,sifvaloper1kttxh8lxsmez56pen3cw307raf45fj9vmvwn5j,92581698028379A1C3E16BCEB6C6DD91963B7828,sifvalcons1jfvpdxqzsdu6rslpd08td3kajxtrk7pgvdjw57,HRLvtIbQL1a9r+Fp/oQGk+vtGwYXW6Dv+DeAkcz4+9s=
StakeWithUs,SIFCHAIN,4427461,1970-01-01T00:00:00Z,sifvaloper1c9ye54e3pzwm3e0zpdlel6pnavrj9qqv2n5zvt,F3B964EE62878E7BDDB75B9C2C9974897849644F,sifvalcons17wukfmnzs788hhdhtwwzext539uyjez0tex3g2,I9QaM9nPxHDpvEejw00DLSeRRssu6Ymlo600bApemIA=
Stakernode | Auto-compound,SIFCHAIN,1304608,2022-11-03T14:17:54.585693317Z,sifvaloper1e4l8durzh4hxmndv0vu43nayazedt0dk6fpx90,75FDF4E2CBB808EC2034796FD80A22C2A195107B,sifvalcons1wh7lfckthqywcgp509hasz3zc2se2yrm3fcsd4,a3go1wOdkTBVljY78VGwcP1pD+HmP0ATuGiFIo/lbjM=
Stakewolle.com | Auto-compound,SIFCHAIN,82765597,2021-11-18T01:05:19.773020395Z,sifvaloper1ecv3sdx8h54ckv8q8u67cyk0nj37rffwpj7cdx,26D253C99F07D686EB434300B41E02E660A3D61B,sifvalcons1ymf98jvlqltgd66rgvqtg8szues284smfwjsgn,3aWf0EJsQ25S0mFvH0CfaYm5ZgLrUJzpgEmiVY5Dv4Y=
"Stake Frites (🥩 , 🍟)",SIFCHAIN,3955424,2022-03-08T09:45:57.119602562Z,sifvaloper1uepjmgfuk6rnd0djsglu88w7d0t49lmlmxj56z,FEAB0E847C20148FBE483CD2301115A30B69BD22,sifvalcons1l64sapruyq2gl0jg8nfrqyg45v9kn0fzlvamj3,Vewm7F6//QCQw047/o2F8dQVwkxVSyMulbolJ7lmpcs=
Stakecito,SIFCHAIN,43245853,1970-01-01T00:00:00Z,sifvaloper1a8yh9wv778mkn5dv3eyrt7v0khd66dus7zpexn,FBADE9A30473BB9ED6DFA16BFB3838E028F33650,sifvalcons1lwk7ngcywwaea4kl594lkwpcuq50xdjszs6yce,OFicPEqgDncgzXCnnuFtE0LZ6PbOqnQutMe8Ld6I2XM=
Klub Staking,SIFCHAIN,2214615,2022-10-02T06:32:28.601646035Z,sifvaloper1a4g9kg9dkugrukq3drh6gva8ses5ekw6gdrspn,831DDCE09E0CB3B4AE2A70AED9EBEB6B5B6F02B9,sifvalcons1svwaecy7pjemft32wzhdn6ltdddk7q4e33qsej,qXWO1kwVCS91W8d+oY6jVjYVWGl1mb9WfCcCOFbMBfo=
BlockwaveLabs,SIFCHAIN,375577,2022-10-20T17:05:49.500812477Z,sifvaloper17q802krsnxmntnt8ufhhq2trx27rf9fnyqtt4a,22FB539C1BAC58FB4F00C423EE39BC4E4772D3B3,sifvalcons1yta488qm43v0kncqcs37uwduferh95anqxek4m,fYPsOpSO3BNJ5UcGAbQhJhV215/M14uX28l120MWUAs=
AutoStake 🛡️ Slash Protected,SIFCHAIN,89930239,2021-03-04T07:12:03.868267489Z,sifvaloper1lnhxf6war6qlldemkqzp0t3g57hpe9a6nh3tyv,E9F31461680B2980839166C396D56DC57D1761C7,sifvalcons1a8e3gctgpv5cpqu3vmped4tdc473wcw8e5scmk,6cj/MgsH7cpSW5F0amQ1PkaUkn0JxGPdlIjXeKbagag=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
Citadel.one,STARGAZE,15505272,1970-01-01T00:00:00Z,starsvaloper1qv2tdjma7dcg6jmgawwd0aajjcx89rqca0cqgr,95D466FA857DD36CB6A7A8690B33A7D798A7E656,starsvalcons1jh2xd7590hfked484p5skva867v20ejk9mgjxt,dVNViULArUYy6fdinMZ9LhvaYAQ5lm1Uml/iC7G6Mnw=
Stakecito,STARGAZE,17317405,1970-01-01T00:00:00Z,starsvaloper1qe8uuf5x69c526h4nzxwv4ltftr73v7qlh8sg9,A54C9C32696C613ADF3FDFF5C7B41A74A2960985,starsvalcons154xfcvnfd3sn4helml6u0dq6wj3fvzv9zt8v90,KIbkHYd+SOWia7APP7LiHyVpT3kwOCvAF+EejOaDWNM=
StakerHouse,STARGAZE,1568908,2022-04-08T02:06:55.831431670Z,starsvaloper1ytmeusye99zdzumkx2hvlx5p3fj9d5w8qfxwn9,CFA02290E5ABD3C8C819CADD308BE00B0ABFAE27,starsvalcons1e7sz9y8940fu3jqeetwnpzlqpv9tlt38k0tjtl,00qFne596VwaZUuszYt2w+ATulygj0IjI5q7ftJFK0o=
Bro_n_Bro,STARGAZE,12173623,1970-01-01T00:00:00Z,starsvaloper1y58hfnm90r4efhlydx0gavz57lvm7k6uulkg3h,9679E0B7943D9738706B13A73B0424F0B3EF83A3,starsvalcons1jeu7pdu58ktnsurtzwnnkppy7ze7lqar5ljem3,IbIpXSW68+SZANwRPA6E/1I3OkhryNb/7qpExf5MipU=
BlockStake,STARGAZE,2559565,1970-01-01T00:00:00Z,starsvaloper19lv4f4rrm5q5s7pt2f50lcq7gr2pd4gja4wuph,4C325749AFDF94E64B83D5C4DB724E0FE6F2D912,starsvalcons1fse9wjd0m72wvjur6hzdkujwpln09kgjrxv5p7,iZfnt3lJ7raZx5mnaEEhY3TxEtPEAOeLG3WFb5CxEpg=
Staketab,STARGAZE,3481023,1970-01-01T00:00:00Z,starsvaloper185dupqc8z7w374r6d5wgqm9cqlr485wz9jqqvq,D3F108E52B8478A66BF3A7091C14A7D41CEA84A3,starsvalcons160cs3efts3u2v6ln5uy3c9986sww4p9rwf96sc,l4ixwcsqg21IUo5qoSYYTGCCJQWBe4AAH9f7nEZayl4=
