chain,rank,tokens,jailed_until,moniker,operator_address,hex_address
KONSTELLATION,16,1514460822136,2022-07-27T06:37:17.487664395Z,AutoStake 🛡️ Slash Protected,darcvaloper14kuh954mw4xp7gz5kvr3vtul0lpz5xt3tecpep,C397C8DE55FEDFF149E955EBA1548B416372C0D1
KONSTELLATION,69,1131420528613,2022-11-14T01:57:52.358489966Z,StakeLab,darcvaloper1pk8e47hdlw9mtnphz3klhkeed8wlq8gwjw7m0w,504D1C54CD2BBAE30227CBAFDF1D44C1643120BF
KONSTELLATION,38,425139142477,1970-01-01T00:00:00Z,Oldcat,darcvaloper14pt370vn5pcjupuveqenggd5exejq58mgas9xn,9B079A21E3B24DE3D72A2BCDDC8E7BCD92FEAB5A
KONSTELLATION,4,42943743570857,2022-01-30T20:07:36.301635946Z,polkachu.com,darcvaloper1jt9w26mpxxjsk63mvd4m2ynj0af09csldy6sgw,5F02787E9DC9AF08D682DBB502C1E1BAA1777C92
chain,rank,tokens,jailed_until,moniker,operator_address,hex_address
LUM,25,14915400727395,1970-01-01T00:00:00Z,Citadel.one,lumvaloper1vujcasxr8nh77yv20dw4lgdkkrkk7krvss8xhh,725FDB378293954A5585D1889AF44BDC88E6BE7D
LUM,17,57252715695099,1970-01-01T00:00:00Z,Stakely.io,lumvaloper1zs59ua4l0h6a2hnh08v8qn76f6qh7uxc22vey5,8CA2E017954C7B3B8770082837C00E5AC9261835
LUM,12,83880198641662,1970-01-01T00:00:00Z,StakeWithUs,lumvaloper1c9ye54e3pzwm3e0zpdlel6pnavrj9qqvv38ydq,E29AA3D5FF0994B607D6849AC9DA9298583ABFE0
LUM,69,245525694725,2022-03-11T13:46:35.981430061Z,BlockHunters 🎯,lumvaloper1ss7vkqzfal7h4m8ug8lh8peqqyt7vq3sjr9zvg,BAE748E4909448BF5B8E6D517BBFACDACD8DDB31
LUM,35,5318224331271,1970-01-01T00:00:00Z,Oldcat,lumvaloper1v73py5myadey4cal2wh4nlk99h59jh52muuv55,F29171F12661FE8924698E00A2594BABA05E578C
LUM,2,215878408698599,1970-01-01T00:00:00Z,StakeLab,lumvaloper1axqn30kead92gdsg7pusc6ezxx8ltq465r3hv3,32A06E6C5B0E6DE6637EED87D586391A1869A6B0
LUM,1,268516552568943,1970-01-01T00:00:00Z,Klub Staking,lumvaloper1yhaswwgg5tz7veknxwaj8vc8rfa9s0nagpmn2t,4F18ED31F8C88ECFFD6CF6E72F56D6C28683B9E7
chain,rank,tokens,jailed_until,moniker,operator_address,hex_address
MEDIBLOC,10,62862720365264,2022-02-15T00:31:22.124639256Z,Oldcat,panaceavaloper1tk63f4uuvne57eay6dlndt6v8skpuvncjpgpau,003B29D0365F2FB4047593410E61BF51E1D03DDD
MEDIBLOC,40,526198318091,2022-10-24T23:21:24.463130528Z,StakeLab,panaceavaloper1tfu4t4c0pywlh8d2g2u3d5xnsxdec8x5hacum5,3463DBC1A681C049F94B40DD0B3F01DA0E4E6C67
chain,rank,tokens,jailed_until,moniker,operator_address,hex_address
OMNIFLIX,17,12001534,1970-01-01T00:00:00Z,Stakely.io,omniflixvaloper1u0ch8y4ts6qxaqgw5h05mvtca0zq9rtfdwpytm,2A7CD3E4433CABF41837A812AB2307A84DA4A243
OMNIFLIX,31,10012500,1970-01-01T00:00:00Z,StakeLab,omniflixvaloper1pzkx9p2upmrrscwxvwgrmvmfrgcnfskxfzm3z0,5560DC18DC6C3797EF8A575BB01A2B058C8E0984
OMNIFLIX,55,10000000,1970-01-01T00:00:00Z,Bro_n_Bro,omniflixvaloper1e8grpphncncw9hrutyvnlv77n5dejwcne58zk4,D57D36210C86BADC549BDEC48610D1A9A43027F1
OMNIFLIX,33,10000000,1970-01-01T00:00:00Z,Klub Staking,omniflixvaloper1p0mwlwed3fmclupzcyf9vept3uksut4mrljhck,F1B5BFA59F5DB8367B20650948B31A306E2E0A53
chain,rank,tokens,jailed_until,moniker,operator_address,hex_address
OSMOSIS,17,3445638713229,1970-01-01T00:00:00Z,StakeLab,osmovaloper16q8xd335y38xk2ul67mjg27vdnrcnklt4wx6kt,9E7CAE009EFFF4D163F3FB8781A07B25C2B10B32
OSMOSIS,180,591561006,1970-01-01T00:00:00Z,BlockHunters 🎯,osmovaloper1symf474wnypes2d3mecllqk6l26rwz8m720t3k,D807A55C7D69A84FB759FB0BD96BB4DA50ADBA27
OSMOSIS,3,12224958206718,1970-01-01T00:00:00Z,Chorus One,osmovaloper15urq2dtp9qce4fyc85m6upwm9xul3049wh9czc,E08FBA0FE999707D1496BAAB743EAB27784DC1C5
OSMOSIS,30,1943883031091,1970-01-01T00:00:00Z,StakeWithUs,osmovaloper1c9ye54e3pzwm3e0zpdlel6pnavrj9qqv5qgdz9,3E88E7C54F64642A98B2E1DDD5BDBA48794F06C7
OSMOSIS,45,1088408930671,1970-01-01T00:00:00Z,Klub Staking,osmovaloper16vnsrhxsyamf4f4eln6g587qwwd39fte2m2ysc,3FF6C988799C1ADF3ACA0DA56143C8163890859A
OSMOSIS,112,265957228596,1970-01-01T00:00:00Z,Stakely.io,osmovaloper1z5xyynz9ewuf044uaweswldut34z34z3cwpt7y,C9E615289D1D92E50292C3B0BD8358D9B2E40290
OSMOSIS,64,750116850642,1970-01-01T00:00:00Z,Bro_n_Bro,osmovaloper13tk45jkxgf7w0nxquup3suwaz2tx483xe832ge,63481F6DCAAF733D2FC953A335C2200EE190862C
OSMOSIS,73,605366272707,1970-01-01T00:00:00Z,AutoStake 🛡️ Slash Protected,osmovaloper1pxphtfhqnx9ny27d53z4052e3r76e7qq495ehm,68A393C7ED496871150C0A7CAD0CAC09B8E458FB
OSMOSIS,14,3654978921106,1970-01-01T00:00:00Z,Citadel.one,osmovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxwmj9we,99063B919404B6950A79A6A31E370378FE07020D
OSMOSIS,54,927698006664,1970-01-01T00:00:00Z,polkachu.com,osmovaloper1gp957czryfgyvxwn3tfnyy2f0t9g2p4phpkatp,51D7D05A659208A6576190AEBBE8F07603851515
chain,rank,tokens,jailed_until,moniker,operator_address,hex_address
PERSISTENCE,45,417460732115,1970-01-01T00:00:00Z,Klub Staking,persistencevaloper18huc90klzgcc23mmaf6pzmsln8p9a5ve2kd4vk,E8C16AD7212CE50D012A4739BD2C3C3A83DF5758
PERSISTENCE,49,381711051811,1970-01-01T00:00:00Z,AutoStake 🛡️ Slash Protected,persistencevaloper16jd664rd04j5lyckykjedt7vrha7k822vlkxty,544812EA4B0982E56D4B4D8A087B58AC76603660
PERSISTENCE,66,250446836614,1970-01-01T00:00:00Z,polkachu.com,persistencevaloper1gp957czryfgyvxwn3tfnyy2f0t9g2p4pz9tqdf,1A4C03627FDB7D0B39C460AB640C9FCCBF9D99FB
PERSISTENCE,47,409687422927,1970-01-01T00:00:00Z,Stakely.io,persistencevaloper1hmugz9ge5kmfvfaf3ljjzz4phl0rd3mks00v9z,86F06B20724830AE4B48AE7C3200DF40E6B6498C
PERSISTENCE,13,2057911401998,1970-01-01T00:00:00Z,StakeWithUs,persistencevaloper12lkrzza9rem2mv7d247cmxjvh7cql6rcug82qk,0EEFAA96C91E32584A8591488966FFE77609E1F4
PERSISTENCE,53,335619514567,1970-01-01T00:00:00Z,StakeLab,persistencevaloper1r7gdc8ag4ktmrvhed2xp09n3klrjuznwdzsru2,DEFD0657F9107FCD44BF9ACBC6C1B87D852E1D24
PERSISTENCE,22,1322773994551,1970-01-01T00:00:00Z,Chorus One,persistencevaloper15urq2dtp9qce4fyc85m6upwm9xul3049mnc9ys,30DE14BFCFB2B8513F7E6FAC893436C3A664FC8E
PERSISTENCE,104,495562429375,9999-12-31T23:59:59Z,Stakin,persistencevaloper1xykmyvzk88qrlqh3wuw4jckewleyygupsumyj5,A24D21F24C861FFC978D92751A3EB06D7F36E3BB
PERSISTENCE,27,1116160446245,1970-01-01T00:00:00Z,Citadel.one,persistencevaloper1tv288tg8fa0a53742949m4swph0x2mfg7jsc22,A5B2A74E93FD8280E0477A634974581E56463548
chain,rank,tokens,jailed_until,moniker,operator_address,hex_address
PROVENANCE,39,13032041988594,2022-10-06T00:27:04.539668683Z,Oldcat,pbvaloper193vx4up30syusen7mtzjjza0nn585gxtvetwe2,18CBFC7118FD4C08176ABB97C48CDD6D6630113B
chain,rank,tokens,jailed_until,moniker,operator_address,hex_address
REGEN,68,112685568685,1970-01-01T00:00:00Z,StakeLab,regenvaloper1gjvu75cq6qxyrtdv66lx9xe92jw9gqdetagaze,1B62410E3C11A278E7F2DE06153D629957416A11
REGEN,41,1131262508571,1970-01-01T00:00:00Z,Stakely.io,regenvaloper1kzhxmgp8z05zrj90nd8h5qx9pm949an5y7nwsz,423AE5251C0A97403C6E08FFCDD0D1BDAD663F0C
REGEN,32,1351917274644,1970-01-01T00:00:00Z,Citadel.one,regenvaloper15t7cmpmlgzllvs2wv4zly3lhsd0yd02ktppmsm,4B8342A1F8E89F8FDA2DCDE316EDD4AB4A5FA822
REGEN,40,1141206281653,1970-01-01T00:00:00Z,Stakin,regenvaloper16dxk5trv9nz7jnpyvz48ngve45an4hkqkuafza,5B5C2F061733B185619AF94D4A577FD6C0A54C2E
REGEN,3,4659176768890,1970-01-01T00:00:00Z,Chorus One,regenvaloper15urq2dtp9qce4fyc85m6upwm9xul3049l7gjdc,FC7E26051B1773BA3E39B75019D28C36F66DED5E
chain,rank,tokens,jailed_until,moniker,operator_address,hex_address
RIZON,47,2272153726243,1970-01-01T00:00:00Z,StakeLab,rizonvaloper1494l9eavjxecx8faxnfx7k5c4x6xneye5rzs2a,B25DE9D5F2A6D1E05C99DEC60CB28D46A0750DFD
RIZON,23,13521511670469,1970-01-01T00:00:00Z,Citadel.one,rizonvaloper1t7g0jeqhh46jkpyhfjnwsa2fr35k4zjrp35dzc,59C9E4077578B1FE5AF8284A8C3A69CDEDB479B7
RIZON,99,1874812500,2022-03-15T05:57:24.491819779Z,BlockHunters 🎯,rizonvaloper1ss7vkqzfal7h4m8ug8lh8peqqyt7vq3sg80gvs,464D9140DAD16F79CE2A93AA8BC55BDA4C239F52
chain,rank,tokens,jailed_until,moniker,operator_address,hex_address
SECRET,30,1734642876053,1970-01-01T00:00:00Z,AutoStake 🛡️ Slash Protected,secretvaloper12y30xefd0wg53xtyv9lw7mjcdvf8nxgzzva3sr,C2A4856A7EC5E1AEE6712B5F84AD0ACDE44D1F8F
SECRET,1,14826574882764,1970-01-01T00:00:00Z,Citadel.one,secretvaloper1x76f2c2cuwa4e3lttjgqeqva0725ftmqvgvfnv,2E76AE6E453395F35D6C0728D44FB6147CE5B5A0
SECRET,40,1163246412747,1970-01-01T00:00:00Z,StakeLab,secretvaloper16w5hlcf389le2n60t32eqf43plp539ged9sruy,EEA713C5DA7B8F682242B47055B4DE7FFB431021
SECRET,51,611866446769,1970-01-01T00:00:00Z,Stakely.io,secretvaloper1vzkdmu0sa8gaj686jh5all7hpmmsp8x87vyz8z,10A163F613F952A848678462C6AD23798A80C565
SECRET,23,1981452704612,2022-11-03T11:28:57.709960605Z,Chorus One,secretvaloper15urq2dtp9qce4fyc85m6upwm9xul30490eylnc,035C0FDD9FBB94C2892D97BB1A6B0AE264BD3018
chain,rank,tokens,jailed_until,moniker,operator_address,hex_address
SENTINEL,49,104433576034285,1970-01-01T00:00:00Z,StakeWithUs,sentvaloper1c9ye54e3pzwm3e0zpdlel6pnavrj9qqvzj62gk,D7277724DF35B04608F41ACF910A8CAE99304D15
SENTINEL,56,89837166553823,1970-01-01T00:00:00Z,Klub Staking,sentvaloper16ja8llaa3lq8zaag4cgp0enqhpf2yhhme5w3zu,163CDAC3272954D67295BC7B952C7FD2A78E005D
SENTINEL,25,169359545768293,1970-01-01T00:00:00Z,Citadel.one,sentvaloper1wmeez9g4tepgfnt66989tf4j2zzfwckfhgy0gh,3718B5484425605AFBD5483AD590CA1E85429DDD
SENTINEL,53,100355985313742,1970-01-01T00:00:00Z,Stakin,sentvaloper13gmgxsxdvmytnr75uscuw350n6f0qfrvgdacw4,B0A775D0DEA4C1D6CFA7A9543C351428E70778C3
SENTINEL,8,274206518376960,1970-01-01T00:00:00Z,StakeLab,sentvaloper1gwqt4jzhtvms8u57gpl4tzxjxqq8fss2j3hx48,B856AB9B2B6562F49B14F6AC9547CEB3568D2537
SENTINEL,5,338758606857746,1970-01-01T00:00:00Z,AutoStake 🛡️ Slash Protected,sentvaloper138dhtmfslt0ls4ec0jumj8tyajry4dfuv27jay,9F478F8D407008B415BA721548A8A2D010254E19
chain,rank,tokens,jailed_until,moniker,operator_address,hex_address
SIFCHAIN,7,41809836427612389142205280,2022-04-28T16:19:10.162287250Z,Oldcat,sifvaloper1gstrmcv3tqrskdj7uqu4x4tkh8nfw4qp9f85pm,2C9CB8FEFD645A928F080FC52CE9E374EC412C12
SIFCHAIN,1,89930120983698014544689644,2021-03-04T07:12:03.868267489Z,AutoStake 🛡️ Slash Protected,sifvaloper1lnhxf6war6qlldemkqzp0t3g57hpe9a6nh3tyv,E9F31461680B2980839166C396D56DC57D1761C7
SIFCHAIN,25,11662775162985056188985715,2022-03-05T03:05:49.675606080Z,StakeLab,sifvaloper1kttxh8lxsmez56pen3cw307raf45fj9vmvwn5j,92581698028379A1C3E16BCEB6C6DD91963B7828
SIFCHAIN,2,85034447346008704036006689,2022-05-02T10:20:28.006581951Z,Citadel.one,sifvaloper1nh90hjeljehpcmuvu3ldw59842kvhgn286nv8k,2D617412C072CE9808BC91C5298BD0F8777D6ADF
SIFCHAIN,15,24679342786584447809298762,2021-04-30T12:08:32.812317796Z,Stakely.io,sifvaloper1r9ssdmc2xm3kv2y5m35mhrvnqms4pjw27umt2l,81ACC9DF6B47D6E78C32E3F34686EE8B70A2F788
SIFCHAIN,40,4427461871669903715655029,1970-01-01T00:00:00Z,StakeWithUs,sifvaloper1c9ye54e3pzwm3e0zpdlel6pnavrj9qqv2n5zvt,F3B964EE62878E7BDDB75B9C2C9974897849644F
SIFCHAIN,61,2214615075896389932952360,2022-10-02T06:32:28.601646035Z,Klub Staking,sifvaloper1a4g9kg9dkugrukq3drh6gva8ses5ekw6gdrspn,831DDCE09E0CB3B4AE2A70AED9EBEB6B5B6F02B9
SIFCHAIN,10,33606478872134001359970438,1970-01-01T00:00:00Z,polkachu.com,sifvaloper1gp957czryfgyvxwn3tfnyy2f0t9g2p4pfj2j90,49BE27EB39A1BBB185E7457CD8FD6D221FDE9924
chain,rank,tokens,jailed_until,moniker,operator_address,hex_address
STARGAZE,31,7671023342950,1970-01-01T00:00:00Z,polkachu.com,starsvaloper1gp957czryfgyvxwn3tfnyy2f0t9g2p4p60w86a,A73D4185F152F72E7439B3A9BD6E60A6DD68792B
STARGAZE,7,15505189733332,1970-01-01T00:00:00Z,Citadel.one,starsvaloper1qv2tdjma7dcg6jmgawwd0aajjcx89rqca0cqgr,95D466FA857DD36CB6A7A8690B33A7D798A7E656
STARGAZE,12,12173565779724,1970-01-01T00:00:00Z,Bro_n_Bro,starsvaloper1y58hfnm90r4efhlydx0gavz57lvm7k6uulkg3h,9679E0B7943D9738706B13A73B0424F0B3EF83A3
STARGAZE,57,4034743973457,1970-01-01T00:00:00Z,Stakin,starsvaloper1swer6tl0s59g82xnq5gmgsdueld79wpw8vptlu,0D34A3837BFCEDE10092FB8923D10AB58A1D936E
STARGAZE,4,24711089297173,1970-01-01T00:00:00Z,StakeLab,starsvaloper1mz2qks48v486d9m8wp4l9fxm2e9l0e0kzk79m5,A4766870CAF6D0C052268BB3BE1E904FC3E4188C
STARGAZE,9,13472547865210,1970-01-01T00:00:00Z,Chorus One,starsvaloper16pj5gljqnqs0ajxakccfjhu05yczp987esm6lu,53B24809873F5B4BFFE1DD46E8D1F3E7728CE976
chain,rank,tokens,jailed_until,moniker,operator_address,hex_address
STARNAME,6,5736452454884,1970-01-01T00:00:00Z,StakeLab,starvaloper19cx56quwsd03s4xfzkx39je4ag9c5lcvkhn3rv,8EDD3CCC261A9D73D7C36233CB30596540D6A0CA
STARNAME,10,1184135867348,1970-01-01T00:00:00Z,Citadel.one,starvaloper1y0w5qhdf6aj90u7knykdetqus4nc2axgkrt8vn,21CE102F23DA38A026B985D25CE0CC7CEAC94610
STARNAME,3,11136243330592,1970-01-01T00:00:00Z,StakeWithUs,starvaloper180s323zw79duje02tqwt0pzz7tmtf5t3k4vsp2,3B4F5C11663DC10A6D32403F945DED42AE1DD362
chain,rank,tokens,jailed_until,moniker,operator_address,hex_address
chain,rank,tokens,jailed_until,moniker,operator_address,hex_address
UMEE,11,85737403903381,1970-01-01T00:00:00Z,Citadel.one,umeevaloper148lf9ndu40fmy44ku74v65lqp8mwqej9nz0s54,9524D7D9C8CADD554FB8E5CC68985852A9650CA5
UMEE,51,26585928324660,1970-01-01T00:00:00Z,Genesis Lab,umeevaloper1mkv4myppz2w0d3nr2dh9fv5kcwaaqnzfvnm6qf,CDF33DE43CF12FF9EEA79B25CFB3E41FFA607E23
UMEE,54,24268767426390,1970-01-01T00:00:00Z,AutoStake 🛡️ Slash Protected,umeevaloper1py60fpud4w468zn7mthfa25xnzuawjum7w90q2,C75E6807674833521DE757DCB23C2FCB0EF9CCE9
UMEE,30,39354056887469,1970-01-01T00:00:00Z,polkachu.com,umeevaloper1gp957czryfgyvxwn3tfnyy2f0t9g2p4phlh7lv,5E17B3460DA45498B766E3E5E9168775285BB9FC
UMEE,12,79731193324779,1970-01-01T00:00:00Z,Stakin,umeevaloper10nsytn9zmtfnhk37hqfe2h9v599ld3h5zs9fqj,19C549AB699778013DB534320883D236632E5B37
UMEE,76,14417832993260,1970-01-01T00:00:00Z,StakeLab,umeevaloper1gxgsq7jpkg0f8vfkk60c4rd30z4cgs6lyqtglf,55678EE8200A94A273B8BDAA32AA36E36057721B
