chain,moniker,valcons,start_height,index_offset,jailed_until,tombstoned,missed_blocks_counter
BITSONG,Staky.io,bitsongvalcons12vku4nxg7q7n3xq9c8kvz68erckg45glth6dtz,282524,2268027,2022-06-13T16:12:54.961341959Z,False,1
BITSONG,,bitsongvalcons12674zmzg304lczjx7gryaf4an4zn2cwtllglxs,6909026,536827,2022-10-10T08:14:56.683042406Z,False,0
BITSONG,,bitsongvalcons127sk7dhv8rjez23shlq0h40fca9kulx05g4k7x,739,2,2021-10-22T05:15:39.623716806Z,False,2
BITSONG,,bitsongvalcons1tqtssxya7krhjd9kwh2axd0f4xvaseha5zsd3s,3589467,1076,2021-12-08T15:56:44.787941123Z,False,1076
BITSONG,,bitsongvalcons1td3wdjxpme3fvkf98vaqusxxqdrfx9c3edkrnr,208975,2,2021-04-14T02:25:06.057288983Z,False,2
BITSONG,,bitsongvalcons1tdajzkkelsmpc0lchz7a5cshxadq6ksv0c7nka,6064835,1402814,2022-07-21T19:58:44.808918380Z,False,0
BITSONG,,bitsongvalcons1tlff7re7vw9jca6uvz33f7knca9ftwxhfqs6re,5638406,2,2022-06-21T22:45:12.303335908Z,False,2
BITSONG,[NODERS]TEAM,bitsongvalcons1v8mxgdhztvkss8gjt68ns58la4n69nw0qrsqe9,6714685,1719663,2022-07-20T23:41:05.559824858Z,False,1
BITSONG,,bitsongvalcons1vffacdn92yh6v9wtmq0nz957qllw2p5r4vyxhu,612353,2,2021-12-16T00:48:11.798601347Z,False,2
BITSONG,,bitsongvalcons1v25pvm00gw49n6vtp89gnf26jap9vnj633fp23,567717,1833736,2022-07-12T07:15:19.504896422Z,False,0
BITSONG,,bitsongvalcons1vjuv3jnxh02f0se4a6wm0zeph9zj58kk5g98l0,3194463,2,2022-02-20T08:25:33.901315736Z,False,2
BITSONG,,bitsongvalcons1dj3p8d7ypc54mnmpe8peduxup5etu8x9g2zz0y,481,2,2022-01-06T05:11:50.160590223Z,False,2
BITSONG,,bitsongvalcons1dmky4639j4vadmfegq463yea7x7hpyfny8cz8e,4730522,2,2022-02-20T14:24:47.728762225Z,False,2
BITSONG,,bitsongvalcons1wwrvzvc32tv0dharkxatdtznydmqzgyu5l9ncl,6279185,2,2022-06-08T05:11:44.163513387Z,False,2
BITSONG,,bitsongvalcons1wstftwepgr4n3qc7046mgtv82vja6czksrwdr7,4086386,2,2022-02-10T13:40:15.500299012Z,False,2
BITSONG,,bitsongvalcons1w5gya5aye04l4hnkjtqwj879ma9a30lhs52p3z,7306,2,2021-10-22T05:15:39.623716806Z,False,2
BITSONG,web34ever,bitsongvalcons10m8nhu6ycypyutwwnzctrr2kztr5qyzn9j9g3h,0,6897494,2021-07-28T09:03:58.163481273Z,False,0
BITSONG,,bitsongvalcons10mu6xgc7u86lp2frntsxn0fqswzl2pf9agr85e,0,2,2022-08-17T07:06:14.831544264Z,False,2
BITSONG,,bitsongvalcons1sql7ktr58fwxah0whfzvvx6edcm0lxv4ra7dce,0,2,2022-07-18T02:42:11.107586836Z,False,2
BITSONG,StakeLab,bitsongvalcons1s80c5d35vru7zedcvj0a0rrx5la5z6y6k348su,282400,7836685,2021-05-22T02:10:51.143243252Z,False,0
BITSONG,Yucher,bitsongvalcons1s5576r0t740vt0t82w80thr7n8v0m9trm8fx52,0,705123,2022-09-28T17:55:09.162739940Z,False,2
BITSONG,,bitsongvalcons1sc2qvepux6eryekk0jg47d0pt5tu3rpwasxefl,0,6174911,2021-09-16T21:27:22.853472478Z,False,2
BITSONG,,bitsongvalcons13xtlq2dt9qhmkwq55jydmq4k668w648h5gpry2,0,2735228,2021-11-12T19:47:59.417227208Z,False,0
BITSONG,,bitsongvalcons13t52k5gr3xtdg2r3jmquucep8f7afcdkv2k3n9,5875795,2,2022-05-23T23:45:22.479971195Z,False,2
BITSONG,,bitsongvalcons13m4je34jm4nsruhkndus40w9t8g9vh8kfhx30w,0,1366871,9999-12-31T23:59:59Z,True,62
BITSONG,,bitsongvalcons1jps5uf8vxtes4kuadznvtm00gedrx5p3cnk627,6401773,2,2022-10-20T21:36:15.824710693Z,False,2
BITSONG,Rundax,bitsongvalcons1jdx58v4z6y4s9p7ze8xcu0l6da0epva2njg3q4,0,3557412,2022-03-06T18:30:52.990236471Z,False,0
BITSONG,Stakewolle.com,bitsongvalcons1ny625xara3lu7ljnc78vuexzslq0etp6ev3f3q,3976472,10412,2022-11-11T05:57:15.410591859Z,False,5
BITSONG,,bitsongvalcons1n2tvyfzr94s4xdkypmgzu3gu2tsur83mlkjr0z,11587,2,2021-10-22T05:15:39.623716806Z,False,2
BITSONG,,bitsongvalcons1nsqpyht992h65upmzk4wlpjzasmakpmn6udezy,0,2,2021-07-18T22:21:29.173210238Z,False,2
BITSONG,KJINC.io,bitsongvalcons1nu94380elj9p7atac8kh898vm530p354mazg7j,4784869,1848432,2022-07-12T07:15:13.602799194Z,False,2
BITSONG,jetlife,bitsongvalcons14p92ustvrn52v5nw3q4xsxx9pmalwp80a80msa,122,1977362,2022-07-02T15:34:36.631900686Z,False,29
BITSONG,,bitsongvalcons14yk7gymd2h96lm9lcwyx368xz5qae0kaclrjl3,4888058,2,2022-09-09T13:53:02.828930977Z,False,2
BITSONG,,bitsongvalcons1kzxtz7psudy4jel3y64ypve3qkzgrmjrzvgn4x,5627146,2,2022-09-06T11:03:39.450739637Z,False,2
BITSONG,,bitsongvalcons1kr6z4uedukh8hpkd9pk42wpaquqq4pntzmnegh,5979566,1840899,2022-07-12T07:15:19.504896422Z,False,0
chain,moniker,valcons,start_height,index_offset,jailed_until,tombstoned,missed_blocks_counter
CERBERUS,CryptoNet,cerberusvalcons1q2egyfen0wz8lsm7kulwe6arz2dysmqyynhmr5,2247053,1044533,2022-08-20T00:36:05.939158138Z,False,0
CERBERUS,,cerberusvalcons1q0parlfsmfr0jews95ydyhgpn7shexd47ru3gj,0,2,2022-07-12T19:46:26.450157848Z,False,2
CERBERUS,,cerberusvalcons1q59tp0wualfjdle6znyk8fd5zh2ctemk5tdff0,41407,2,2022-06-03T15:18:02.640613539Z,False,2
CERBERUS,,cerberusvalcons1pq2l5pwk9k0c5eq7x8hlvuprzhc0z57fyljta5,0,231148,2022-10-27T21:56:29.392872357Z,False,0
CERBERUS,,cerberusvalcons1p26z0z8l8kw4pt2tu3lzchkp2juam4ghh3x3gt,2356585,506115,2022-09-25T14:22:46.167822104Z,False,29
CERBERUS,,cerberusvalcons1pdy5wwhut3uzvjqr9v2seykgr8xcyss6lg4wuk,50927,2,2022-05-13T23:28:55.550226635Z,False,2
CERBERUS,,cerberusvalcons1zq3ccltghr6futfzj9sys5c9nr0qnwes3pxxl5,33394,2,2022-06-01T04:13:30.074472262Z,False,2
CERBERUS,,cerberusvalcons1rqfh2c5tek8mw09vgtzv22qvvnqta2yvn0sdsr,34949,2,2022-09-25T14:22:35.010901584Z,False,2
CERBERUS,,cerberusvalcons1rxgmf43csvyn7f2cjuuzg075xrvw0wwx9agwta,0,2,2022-07-26T14:04:31.182297473Z,False,2
CERBERUS,,cerberusvalcons1r5yhrc7rdn03z398nuk2wuu2gmdm9ze05texm4,15233,232544,2022-10-28T21:12:19.154996948Z,False,10
CERBERUS,,cerberusvalcons1rmq3ewl987hew2px3jl67a3q0pzzzjyv99p8t2,33142,2,2022-09-21T01:19:43.797785287Z,False,2
CERBERUS,,cerberusvalcons1rllh5d8lcg4ag7x8d3uvue3wk3xulvh546rfct,33348,1826550,2022-06-25T00:43:26.499820877Z,False,23
CERBERUS,,cerberusvalcons1yqvea3zcarmhps0f5x6l4n93jqdgpld5q0eztu,33389,2,2022-05-28T16:30:00.563813635Z,False,2
CERBERUS,,cerberusvalcons1y2dk9x7maq9ahxjq5jlupmh02supytcttzalc8,37875,2,2022-05-31T12:28:23.768672554Z,False,2
CERBERUS,,cerberusvalcons1ykw2f7ece3qqgzl8q7t7g0alfn52rzj73wxprj,36692,2,2022-09-20T21:29:22.094996295Z,False,2
CERBERUS,,cerberusvalcons1yhd7g0k849mk2sqrrsdkxcwu2xgeuwad80r65j,2974188,2,2022-11-12T14:35:39.499167137Z,False,2
CERBERUS,,cerberusvalcons190tl4t83ws8t6xxgp0ne6tsqu2p4e590hghypm,33210,2,2022-05-11T10:03:09.037870397Z,False,2
CERBERUS,,cerberusvalcons19sraxrl04hvxplcfek76u5gg2wdv67sz3q0cxc,35114,2,2022-05-14T11:59:25.997898031Z,False,2
CERBERUS,Oakum StudiO,cerberusvalcons19ucxl5s4qcr247chdhx780yeqwgk7jnh0r7p3f,471108,490761,2022-09-25T14:23:10.010366683Z,False,2
CERBERUS,,cerberusvalcons19a8xzvv6an62t78zd9jeccp7smz6sld3pr5yjq,14605,2,2022-03-18T15:31:08.476141530Z,False,2
CERBERUS,,cerberusvalcons1xwp5jhdyyf2wkquaq9mwmt8myyvtxg823m2d5p,1930294,715556,2022-09-11T12:12:56.965745291Z,False,0
CERBERUS,Consensus One,cerberusvalcons18cu2mxr9hvr5wndq6ul8azq7506f5arhxfgmnv,0,2418068,2022-05-17T08:46:40.946663421Z,False,0
CERBERUS,,cerberusvalcons1gxpknq6j9k4chy4edq04kzgfsjvvjczrshtm40,33123,2,2022-05-23T11:03:51.948041656Z,False,2
CERBERUS,,cerberusvalcons1gf9r5w3jhddm7s3gc799vg5pau2x5y9nycahhh,76120,2,2022-04-04T01:34:18.054120373Z,False,2
CERBERUS,Stakewolle.com,cerberusvalcons1g3xeyaxa088xt5kas3sp656c464v64833908rm,78099,239779,2022-10-27T11:34:17.634186922Z,False,3219
CERBERUS,,cerberusvalcons1g4nt7cp6rug9v5k49cmy5w3uq04zfjcpncukme,34644,2,2022-08-07T02:29:46.523669320Z,False,2
CERBERUS,PigCash,cerberusvalcons1ge28u06vwzxf7x4988kwhxvqxlq35pe5khn9sr,36741,689035,2022-09-13T10:25:03.155194758Z,False,0
CERBERUS,,cerberusvalcons1gue7t6r6mgkdvfc70dyuge8qksmjm65k83eahc,38019,2,2022-06-05T00:56:58.024419501Z,False,2
CERBERUS,,cerberusvalcons1fcuxz8sa5rr6e6z3lr500qg2t6qllpax26rw8m,35689,2,2022-05-13T04:05:15.794961363Z,False,2
CERBERUS,,cerberusvalcons1feq53yzg2zz9nd3a3f8ckqnghlz6sy9ytmaxjj,35197,2,2022-09-25T14:23:10.010366683Z,False,2
CERBERUS,The Crazy Stake,cerberusvalcons12p6ewu9yn6wshde36nu84673zkmghlawxth7ez,56490,515123,2022-09-25T14:23:17.036010282Z,False,0
CERBERUS,Coverlet,cerberusvalcons12dewwsk7ktaay5k6p064prw2vd5zew5gp6xvns,41403,509401,2022-09-25T14:23:17.036010282Z,False,0
CERBERUS,POSTCAPITALIST,cerberusvalcons1249p8hqzrv8etmnsawl25juzh0kzjasekz2jpz,741077,507552,2022-09-25T14:23:10.010366683Z,False,0
CERBERUS,,cerberusvalcons1tpjp6934zystnv55c4pey5nvjyz5ptyfenjwnj,40421,2,2022-09-25T14:23:17.036010282Z,False,2
CERBERUS,,cerberusvalcons1tndjrvy9hph5wvrjxjx8zycmtrdjuyw6kmwufd,112,2,2022-10-27T11:00:00.423845720Z,False,2
CERBERUS,appload,cerberusvalcons1t4wrh8vdttdtkv4p50nd8jxv4l4rxhwmzq7rg0,551350,506110,2022-09-25T14:23:17.036010282Z,False,0
CERBERUS,IONode Vietnam,cerberusvalcons1tk2asekezae4npac422zcqyjgyel49f36p2t3s,33325,17027,2022-10-27T11:34:17.634186922Z,False,0
CERBERUS,NodeOf Cosmon,cerberusvalcons1vp7fsqvwzm7m4ghftvmp3ajpdmzmcvf0487y35,57183,478914,2022-09-25T14:23:17.036010282Z,False,47
CERBERUS,,cerberusvalcons1vxndezj5khnwhy2wq4t720mzvl73mw2yzkaw69,59524,2,2022-05-01T18:20:28.757538736Z,False,2
CERBERUS,silent,cerberusvalcons1vxc25dpe3a02zznrrjnyk7pcx8z86sjwe8w2xn,33260,1817621,2022-06-27T13:49:46.071035180Z,False,0
CERBERUS,,cerberusvalcons1dplpe5vrpup8cmr76sh8s0egungk5uu76leea3,39842,2,2022-09-25T14:23:17.036010282Z,False,2
CERBERUS,,cerberusvalcons1d4gyqyqe5ll4dxx2vm920c9w0q98xr06fezkah,34618,2,2022-05-20T21:41:36.292764970Z,False,2
CERBERUS,,cerberusvalcons1wp58yrapp3p32tvue3h8ejqwv86gd3seuxupr8,36746,2,2022-09-20T19:06:15.150122410Z,False,2
CERBERUS,,cerberusvalcons1w0fmnw5utvwr4vx7ku8jjwayhrwf25qsvfun02,0,3133529,2022-03-28T15:21:05.227756991Z,False,3
CERBERUS,,cerberusvalcons1wnqrr6h0h8g9psk96nhc3uv2vd6qnqyqwnq8je,33708,2,2022-05-21T17:01:21.861325391Z,False,2
CERBERUS,,cerberusvalcons10j7s0mzwcdy0685l54apgkuncdr060zaawc6ct,34018,2,2022-05-13T16:33:49.548583928Z,False,2
CERBERUS,,cerberusvalcons104ea9jvcn775sa0dwslr5ye9yzu8tj8ywzpayv,172414,2,2022-10-27T11:09:29.124851511Z,False,2
CERBERUS,,cerberusvalcons10ethyfz4xtrfrps8fpdq0uta8w3ghrta9gc4dn,1188590,2,2022-06-04T11:05:33.001343583Z,False,2
CERBERUS,,cerberusvalcons1s9a5sdgyjrpy8fmpahjxphup84xzltwc86hjfl,39622,2,2022-09-25T14:23:10.010366683Z,False,2
CERBERUS,Goooodnes,cerberusvalcons1s8pj7k9yfavxh5q7evd4tuse3465y0ekjgy0zl,154706,1524933,2022-07-18T03:33:46.932015700Z,False,0
CERBERUS,,cerberusvalcons1swdv7g7ezj3rk68e9tgjtd8ylvlw4yuqlpdlkh,35745,156766,2022-09-25T14:23:04.346408218Z,False,1
CERBERUS,stankyopossum,cerberusvalcons1seddruvnsurxe0hvfegpe86t70pngrlx8s53rn,2582298,185929,2022-11-01T07:24:03.857009009Z,False,107
CERBERUS,doggystylez,cerberusvalcons13w9nxfxzm2ar3jtse6emz026gkkl3yu64nmxy9,36102,529841,2022-05-12T22:12:01.536207472Z,False,0
CERBERUS,,cerberusvalcons133yyhwq5kkag3frsah7kj0xeh762ssumyvj256,2129835,2,2022-09-21T21:11:33.956532494Z,False,2
chain,moniker,valcons,start_height,index_offset,jailed_until,tombstoned,missed_blocks_counter
CERTIK,,certikvalcons1qzgvmqn2uuxtxjvy7ufmq40r7nv36tktnc2lft,9502965,65757,2022-11-09T12:08:52.654748983Z,False,0
CERTIK,gogo,certikvalcons1qyc7cfd9rqmqehrq0hf0grur56wxn7ynw00nvw,41764,4237578,2022-01-20T04:58:21.469397897Z,False,0
CERTIK,Stakewolle.com,certikvalcons1qw5zxw4cqaahqce7l847cyv360nyxupnrt2xps,5678793,62997,2022-11-10T21:28:52.299847566Z,False,0
CERTIK,,certikvalcons1qjjc27cpzd5u228qsdzufwwwl73g3j5m8j7phx,0,107251,2021-09-01T00:52:34.582446899Z,False,1000
CERTIK,elenka-27B52458,certikvalcons1qcdvhkvc2g8a0zf9vpp0m5n5rcx6e8l786ml3c,0,1225236,2022-08-18T02:47:06.432048573Z,False,0
CERTIK,,certikvalcons1qcnwa8gg287k7qzhr0juxdqtuw848w5qu7gese,7748415,85958,2022-11-09T12:08:58.633070929Z,False,0
CERTIK,,certikvalcons1q7mhq5z52dkcrz0ylvqc36gg2jsn4qrluc6nhx,2474347,2,2021-04-24T00:57:02.557525364Z,False,2
CERTIK,fishinwarter,certikvalcons1ppqj378sctx8xp50s5dsm0emfk75sef0xtwpvq,0,4237094,2022-01-20T04:57:58.507050401Z,False,0
CERTIK,,certikvalcons1prh03quwth4llpllskydzpmm3j2j7j072pxnfj,4790957,411655,2022-10-14T17:36:57.960197802Z,False,0
CERTIK,,certikvalcons1p8nv6v5yyvqfpst8tv7tpukejpupnv5ajm82ac,1871276,1556124,2022-07-28T18:22:06.881801655Z,False,0
CERTIK,,certikvalcons1pv5rqru0p5ta2h0w34tss9zjdma9092tsctymt,0,142312,2022-11-05T02:16:17.671628853Z,False,0
CERTIK,Lex_Prime,certikvalcons1puwe8sg7zkr8qz9xd96xpnnrxr9579d6lup730,853,1491538,2022-07-26T18:33:24.065462462Z,False,1
CERTIK,,certikvalcons1zp0ykxd9wndeafd9nl9q9arxj7x0helxlh6xml,0,1742220,2022-07-15T23:33:49.551016483Z,False,0
CERTIK,,certikvalcons1zzfld27xqwn2quugyh90spxa0ss25424qzdyga,2011901,2,2022-10-19T15:04:52.150510067Z,False,2
CERTIK,,certikvalcons1z9f5v83qxxhrfqq6csyqsr8r88dlm98s4zs6d7,8664418,2,2022-11-07T15:08:41.818640675Z,False,2
CERTIK,,certikvalcons1zkpnexx35vct9nzmpvtqn7tkw022w30za5tuwq,3177119,2,2021-06-21T22:37:17.335478945Z,False,2
CERTIK,,certikvalcons1z78exl4vyh5y2v6y63d7qy9trtpc2e2en9ky4p,4421700,83901,2022-11-09T12:08:58.633070929Z,False,0
CERTIK,,certikvalcons1z7u3fr9njy4ydn8yrkvcqpn8k9kyh28q9hmrhx,0,165890,2022-11-03T19:32:08.208892276Z,False,0
CERTIK,,certikvalcons1rzynhjhj00x8xgdetwap00kwudm3wlejud4w0k,67640,107257,2021-09-01T00:51:51.419313623Z,False,1000
CERTIK,TeeNode,certikvalcons1rrkq7797al4773czph93yxch7kufa8nwckvydg,3096308,71474,2022-11-09T12:08:52.654748983Z,False,0
CERTIK,Kleomedes,certikvalcons1rdvyt79juha9n3anvd8szxqydeu85rgcud8a0c,4548088,3440174,2022-03-17T16:40:11.598898506Z,False,0
CERTIK,BellamyBlack,certikvalcons1r4ktajhg0jvgvus8yk3qzppsrs37zazzcc4g67,0,2197249,2022-06-13T09:55:20.683961862Z,False,0
CERTIK,,certikvalcons1ysntu8rmkff7vr70z8sqavjsuwvu97zhas7ggy,6084760,481654,2022-10-12T15:35:27.598488911Z,False,0
CERTIK,instupendo,certikvalcons1ysluagmlm4k9rh5ec9xvtyjz82nkanp5gyydya,171355,4235855,2022-01-20T04:56:16.148219639Z,False,0
CERTIK,murcomtel-5D9E7,certikvalcons1ye26t4f3dvmu7sx4zc9q77caeejgmdx5qecym8,0,5965395,2021-09-21T22:54:20.162447056Z,False,0
CERTIK,blxpro,certikvalcons1yuvtcgf4wa30e7jvsmavj72865w0wrztp925nt,0,5133165,2021-11-18T16:25:22.647856462Z,False,0
CERTIK,,certikvalcons19tdznv2rd9f2u9vt355dnadyw8k8mpqes97m4a,0,3325774,2022-03-25T20:28:43.007619477Z,False,0
CERTIK,,certikvalcons19vnkaldjr26stgnactwtugaae6z9yr2hcxcdy0,0,4237055,2022-01-20T04:58:15.449136201Z,False,0
CERTIK,,certikvalcons1902rkr27p5x8699mp9dkgctx42fdys5l584lyc,9406851,2,2022-11-09T12:08:52.654748983Z,False,2
CERTIK,,certikvalcons196ta2jxl9df4ng77gat996qwqr3tmsuamnh868,0,142664,2022-11-03T10:45:11.232122483Z,False,0
CERTIK,EZStaking.io,certikvalcons1xq2uwr5vqnj7nd2pj49j6wp2tjxnraw5ehdjdz,4928376,84753,2022-11-09T12:08:58.633070929Z,False,0
CERTIK,,certikvalcons1xpxznr8cnjsv99nzlqjtlep3022y8z6n46qf43,7944366,2,2022-07-07T10:39:06.497778141Z,False,2
CERTIK,SNZPool,certikvalcons1xdc6nh63lwlat84uajm4n3v3ua5su3vrzwav6g,5348989,3346531,2022-03-10T03:36:04.856158846Z,False,0
CERTIK,,certikvalcons18gze6ff50m9j29kz3fm968cc5cqll93m6g589w,168753,2,2020-11-13T11:28:13.191848643Z,False,2
CERTIK,,certikvalcons18nq2q0e0ws9q3shwh5n75q6chswfmq4fe94px5,0,9117473,2021-02-05T03:11:55.652520590Z,False,5
CERTIK,,certikvalcons18cxkzellxc9avu0ea5gschyuvrqfzy2636zk2n,0,4236054,2022-01-20T04:58:21.469397897Z,False,0
CERTIK,smert,certikvalcons18a23v7zkmg2r2myzm6alk8e3lq8vexl83g7hkm,2796,701609,2022-09-27T12:40:01.541120141Z,False,1
CERTIK,Ping,certikvalcons1875ku2w7allkf2g3j4ls2jdekgymhp8eufk6cs,4549573,5607,2022-11-12T17:31:18.739827441Z,False,0
CERTIK,,certikvalcons18l72y687q0485vp6mf85qsw0mg6qu50032xa2q,2453791,4235503,2022-01-20T04:58:21.469397897Z,False,0
CERTIK,,certikvalcons1gzdjxajswmfg48nmmcf6rxly4r0zv2v3n3xhvq,0,4237102,2022-01-20T04:55:59.035332651Z,False,0
CERTIK,,certikvalcons1g8znwesznhx3zr48xjjry6epgseq4t96zxd6aa,0,2,2020-12-06T11:00:40.491462842Z,False,2
CERTIK,,certikvalcons1gwenn6z5s8yhhq2s4axacws57de07aw32l5tv6,107,4237585,2022-01-20T04:58:21.469397897Z,False,0
CERTIK,,certikvalcons1gef3ymhzjchxwmq93cc7fugxpl9llt63r9dmac,0,2,2021-09-08T17:16:48.031958512Z,False,2
CERTIK,,certikvalcons1f6hepttjd8j85er7fnq458x3yeaguj4p9qvz3t,359679,2,2021-01-15T04:03:55.843149334Z,False,2
CERTIK,,certikvalcons1fmjtt2g46rn6kcywyq350qhtl9s95vslda8jk2,192773,1863672,2022-07-07T10:38:54.514229753Z,False,0
CERTIK,Bit Cat,certikvalcons1fuu4xk0hqps8p3vjntt3rhwjz0cyu080mff3t7,305,80877,2022-11-09T12:08:58.633070929Z,False,0
CERTIK,,certikvalcons1fl4jxjh7mh3s9s8zdp50lengcn55x90hy9r4nj,0,2,2022-11-03T17:46:39.331611509Z,False,2
CERTIK,,certikvalcons12dfxc4pr6fqwgxfuaxdrwyvpzx50rvgfc3lsua,6791545,83880,2022-10-15T22:11:17.394613767Z,False,0
CERTIK,,certikvalcons126tzj6t3g78ex2zgv8m6qepaww4dtd985pcvsq,0,2,2020-12-06T10:55:25.923705045Z,False,2
CERTIK,strubutas-36A32,certikvalcons1trkazufq456rcanapduunvwheafc5v2tphc2s8,0,5965387,2021-09-21T22:54:20.162447056Z,False,0
CERTIK,,certikvalcons1tx5f8nz5grw6jszsl6fcs2xnwj2wwhc4wgjjxh,9474660,2,2022-09-05T14:57:35.514698277Z,False,2
CERTIK,,certikvalcons1tvg3q4v8kej0g2wxjq07swq6mvy5u0l7eekr84,0,2,2021-01-02T11:36:19.700759540Z,False,2
CERTIK,,certikvalcons1t34t07fj92wr3gdj86e4gv5k7nuu9w8futa9ul,0,2,2022-11-03T17:47:22.460952934Z,False,2
CERTIK,,certikvalcons1tjdxamjdtw08zdrqymqz47e04qka5s79rhlwhs,0,84750,2022-11-09T12:08:58.633070929Z,False,0
CERTIK,,certikvalcons1tnlr8svr4zw5xzhc7zknmxkyw0hcn9jkgx402l,1046660,2,2022-10-24T01:41:20.061444934Z,False,2
CERTIK,,certikvalcons1tetf39yf9qd9grdf6xkfjum82hwyjs9nn63x43,0,2,2021-11-29T14:52:10.618023342Z,False,2
CERTIK,,certikvalcons1takg59nu3m78kd7mfllr4hu2vaaz5ujr4860te,7459749,1455704,2022-08-04T00:05:58.524323340Z,False,0
CERTIK,,certikvalcons1tal6qqqxup6u2ru0uvsrgv9cpaprcpe329auj7,0,2,2020-11-16T16:55:34.009692291Z,False,2
CERTIK,,certikvalcons1vqf8xjhgfnn07s86fcuhl97774gxgkw8smyu24,0,79789,2022-11-09T12:08:58.633070929Z,False,0
CERTIK,,certikvalcons1vzaa2e8a5py08la5cfhp9d0uhxkyg4fqdqqnhw,0,1565672,2021-09-21T22:53:39.245658103Z,False,0
CERTIK,,certikvalcons1ddd9rgwdlae950nmnn8wjm37lzrckdc05wn8sm,6580830,2100908,2022-02-06T15:43:25.063979976Z,False,0
CERTIK,,certikvalcons1dwps8f79lf9jglw7w2e754yjwkrrz5ad8fmuu6,0,4235801,2022-01-20T04:58:04.597668310Z,False,0
CERTIK,Anonstake,certikvalcons1djgtajfd3mqqzy4kpa2wderg9ae48k9gzsawt8,0,87573,2022-10-31T10:08:21.600593949Z,False,0
CERTIK,Binnostake,certikvalcons1d5vy48e3cjg9kctq8ek85fz9w6puv7qktpt567,5927141,417482,2022-10-16T15:20:29.357553325Z,False,0
CERTIK,maxfil-D0B33450,certikvalcons1d7sjf8w46gap6mpmza42u6cmx3zmh9pmvwvmnn,0,142680,2022-11-03T10:45:11.232122483Z,False,0
CERTIK,,certikvalcons1wnp20afz7fcs9kas4nm8zc29k9v535h5q2y6jx,8518960,2,2022-06-25T12:00:33.826454380Z,False,2
CERTIK,SlSub,certikvalcons1wkhw3e86nrvhfsnm2dthn2yutdfeqyvhxj22h2,0,83220,2022-11-09T17:42:03.711901082Z,False,0
CERTIK,,certikvalcons10gdt3nllwfcmd9cs4uvrwvuctl0eh369yx5m4e,0,2426897,2022-05-28T12:54:09.147329219Z,False,0
CERTIK,,certikvalcons10d66lh0he90e0tqhnuev6d56lm5x9wzwlf4ygh,272637,2,2022-11-09T12:08:58.633070929Z,False,2
CERTIK,,certikvalcons10wczkal5f9uc79t82al49qlgsd4uxd3cwjnvg5,2330841,2,2021-04-17T22:46:22.949379524Z,False,2
CERTIK,,certikvalcons10jvqcnz05u6v6sayydnt988udwvl4vxem8xpy9,916,2,2021-02-18T06:09:54.228777954Z,False,2
CERTIK,ATEAM,certikvalcons10n6ym3zfhtzn9vtrjtlj4xclw0qp5rjvefprrl,0,4023379,2022-02-04T04:53:19.674949845Z,False,0
CERTIK,,certikvalcons104nfr3q0trjjdf65gvddmfd0rgtsxpt0wjn708,0,2,2021-09-08T17:16:25.382444539Z,False,2
CERTIK,,certikvalcons10kypfj7rz4jp8j0gkdmj640vyp4am5cld6wx9v,0,2,2020-12-06T10:59:02.939851874Z,False,2
CERTIK,,certikvalcons106avc43z9znd8dwt9ccm3q3pqrjfp5vtq2wwtc,191172,5445506,2021-10-27T22:56:45.939510188Z,False,0
CERTIK,,certikvalcons10muxvtss7x62luntpg4wx383ze6vkgeedr8wu2,8400739,1632013,2022-06-21T22:19:15.158024045Z,False,0
CERTIK,,certikvalcons10u6kuvxpy80y6ya85dl9gjgn5efl0pmpmgvtx2,0,2,2020-12-31T00:01:05.230506887Z,False,2
CERTIK,JOHNEE,certikvalcons10avqv0kltxz3at857dhsutclazv358z78a9gux,0,4115673,2022-01-25T17:46:48.873428288Z,False,0
CERTIK,,certikvalcons1sqkvpughvsrd3d0y4sk20alw7363vsd03w8cmn,0,2,2020-12-06T11:05:04.356001836Z,False,2
CERTIK,Perfect Stake,certikvalcons1sxjmhqt93tlu2j2zvgmk5zz3ny8h0judtcgkc2,0,875207,2022-09-14T11:15:12.552392362Z,False,0
CERTIK,,certikvalcons1sxav0c9wq4v83q8gs65ztqcsyywhqm86j6ml3m,5020576,3257816,2022-03-30T18:11:41.940443971Z,False,0
CERTIK,,certikvalcons1s22n3ff38ny8xu48vhmc5qnjyl0pcg7eg6s8xe,0,2,2022-11-09T12:08:58.633070929Z,False,2
CERTIK,Bi23 Labs,certikvalcons1s3u4t83zgkrzvejuaqjm58ajzksvwtfd6ag0xl,2089986,1866391,2022-07-07T10:39:00.541455763Z,False,0
chain,moniker,valcons,start_height,index_offset,jailed_until,tombstoned,missed_blocks_counter
CHIHUAHUA,,chihuahuavalcons1qa0qr52lkun6w6gw060ervn0euhyp54gm72p79,408789,2,2022-07-13T00:15:35.794822987Z,False,2
CHIHUAHUA,,chihuahuavalcons1pq8gj7jszchzstytf6f82v6szrsl9r3xap2e22,4216550,171561,2022-10-27T07:11:54.489113576Z,False,2
CHIHUAHUA,,chihuahuavalcons1ppk29ks7mhassu5jlr60ymt6wuvl8q56x4lrdm,391351,2,2022-11-08T08:17:35.643252407Z,False,2
CHIHUAHUA,,chihuahuavalcons1p8pgs4xa8v5c6v33yv84hcw5r8eu6yurt0rueg,350139,46129,2022-11-12T01:35:01.921884367Z,False,0
