chain,moniker,valcons,start_height,index_offset,jailed_until,tombstoned,missed_blocks_counter
ASSETMANTLE,,mantlevalcons14xugqxqxaxwdw367hefh5xjvky3n6ne98xt7pu,988643,2,2022-06-25T10:23:10.315526205Z,False,2
ASSETMANTLE,,mantlevalcons145rg2g7wex756t04s3nw7rruynhf3a79snt8qn,0,5343,1970-01-01T00:00:00Z,False,2684
ASSETMANTLE,stakingcabin,mantlevalcons145a6z2epzhdw8rj8ktk89p89ze642rzk8ghnhv,0,2032664,2022-06-29T15:16:32.795020742Z,False,0
ASSETMANTLE,AsGuard,mantlevalcons1k2xst9jhdtskr6yclg3c7d77thfewum9juf73h,1353237,1739779,1970-01-01T00:00:00Z,False,0
ASSETMANTLE,Everstake,mantlevalcons1kuk4hecdrrjkjlcs44a6kh6jcl5dtsmh5cdkaf,0,3092771,1970-01-01T00:00:00Z,False,0
ASSETMANTLE,Stakewolle.com,mantlevalcons1hv02gq5cvrsxnqqgrmplsgu65zwryq6k2s4rv4,2686912,62636,2022-11-11T05:23:35.872568207Z,False,0
ASSETMANTLE,,mantlevalcons1hdcecj5fl5j93pudk7xka62qy0pd7wdzv6m7zc,0,2,2022-10-14T09:28:09.565452331Z,False,2
ASSETMANTLE,PrithviDevs,mantlevalcons1hn6mcvfd6q343l49vlnkxqy2jgkvwu9z02kjhh,0,3091291,1970-01-01T00:00:00Z,False,0
ASSETMANTLE,WhisperNode,mantlevalcons1hkj0099jxnckcnvknmf9vduwunc840dwvk9mc7,165,3092851,1970-01-01T00:00:00Z,False,0
ASSETMANTLE,StakeAngle,mantlevalcons1eke508ttjyc3eztfa2g2x5hq8xhhlevc44dny5,0,3092973,1970-01-01T00:00:00Z,False,0
ASSETMANTLE,,mantlevalcons16pkwlfwfylhsyz8wqhvw627p29gych8qm5h3dx,0,2316,1970-01-01T00:00:00Z,False,0
ASSETMANTLE,cyberG,mantlevalcons16zxhq2w0lsry5rkcuvl6ec8y3cvccvwakmpmzq,195,450236,1970-01-01T00:00:00Z,False,0
ASSETMANTLE,Staking4All,mantlevalcons160p08yt9s89r77vusdrkgnw90mrpm85ct6jmfm,13210,3079806,1970-01-01T00:00:00Z,False,0
ASSETMANTLE,,mantlevalcons16sglha05jn8f0hcxru8c2dwxjqapg59tlpq3er,0,2,2022-10-20T05:10:47.592866644Z,False,2
ASSETMANTLE,stakr-space,mantlevalcons165kjaw224cqhel7a3e4z9pcpmyhcnt4alnmucv,0,3092833,1970-01-01T00:00:00Z,False,0
